epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,47.03,1.10343,0.71658,0.94886,0.827,0.83136,0.82801,0.5004,1.34245,1.05018,1.01768,0.000608932,0.000608932,0.000608932
15,49.1534,0.95775,0.64654,0.9549,0.85883,0.84305,0.84191,0.55118,1.18718,0.96197,0.96822,0.000636064,0.000636064,0.000636064
16,51.4642,0.96631,0.67535,0.94963,0.857,0.84624,0.84379,0.55235,1.18412,0.93482,0.96748,0.00066082,0.00066082,0.00066082
17,53.1816,0.98477,0.64667,0.97171,0.83922,0.78367,0.79166,0.45204,1.32381,0.95495,1.00812,0.0006832,0.0006832,0.0006832
18,55.4484,1.00997,0.65177,0.94867,0.80877,0.77837,0.77357,0.44273,1.28323,0.95572,0.99498,0.000703204,0.000703204,0.000703204
19,57.2367,1.03315,0.65623,0.93489,0.81414,0.81336,0.80551,0.47664,1.2147,0.91073,0.96906,0.000720832,0.000720832,0.000720832
20,58.9785,0.9669,0.64248,0.95776,0.83425,0.83881,0.84838,0.50103,1.19558,0.87035,0.96173,0.000736084,0.000736084,0.000736084
21,61.6328,0.92618,0.63181,0.93232,0.85518,0.81866,0.84647,0.51253,1.21665,0.86815,0.97171,0.00074896,0.00074896,0.00074896
22,64.0234,0.98254,0.71275,0.99049,0.85714,0.82075,0.84301,0.50925,1.2419,0.85161,0.9832,0.00075946,0.00075946,0.00075946
23,66.5254,0.92749,0.61361,0.94485,0.86179,0.82397,0.85081,0.52001,1.21188,0.81823,0.97559,0.000767584,0.000767584,0.000767584
24,68.8748,0.98736,0.63262,0.92123,0.87383,0.83245,0.86796,0.53305,1.17794,0.78474,0.96434,0.000773332,0.000773332,0.000773332
25,70.7186,0.96807,0.62544,0.92835,0.86526,0.85048,0.86974,0.52678,1.17727,0.75617,0.96193,0.000776704,0.000776704,0.000776704
26,72.7489,0.96164,0.63543,0.95913,0.86209,0.84093,0.86309,0.49515,1.20901,0.75082,0.97328,0.0007777,0.0007777,0.0007777
27,74.4969,0.93079,0.63342,0.93731,0.8378,0.86744,0.84922,0.4779,1.2494,0.7504,0.98736,0.00077632,0.00077632,0.00077632
28,76.6541,0.99832,0.6263,0.9315,0.85094,0.87381,0.86663,0.49673,1.22313,0.74,0.97479,0.000772564,0.000772564,0.000772564
29,80.113,0.91516,0.57317,0.93464,0.85094,0.87381,0.86663,0.49673,1.22313,0.74,0.97479,0.000766432,0.000766432,0.000766432
30,82.958,0.93447,0.58892,0.92534,0.85353,0.9088,0.88733,0.52755,1.21288,0.73272,0.96275,0.000757924,0.000757924,0.000757924
31,84.9457,0.92178,0.56891,0.92973,0.84625,0.92153,0.88722,0.54064,1.21969,0.72506,0.96721,0.00074704,0.00074704,0.00074704
32,86.8968,0.98817,0.61237,0.95834,0.84338,0.89926,0.87983,0.54391,1.21499,0.71571,0.97899,0.00073378,0.00073378,0.00073378
33,88.8796,0.95019,0.58972,0.92388,0.84338,0.89926,0.87983,0.54391,1.21499,0.71571,0.97899,0.000718144,0.000718144,0.000718144
34,91.4632,0.92911,0.60113,0.91986,0.85049,0.88547,0.87434,0.53401,1.20195,0.71092,0.97793,0.0006932,0.0006932,0.0006932
35,93.25,0.88379,0.55804,0.93396,0.82583,0.91516,0.87768,0.53458,1.16749,0.69485,0.96582,0.0006536,0.0006536,0.0006536
36,95.8023,0.84246,0.54377,0.92744,0.84517,0.88971,0.8776,0.53054,1.17229,0.69331,0.9665,0.000614,0.000614,0.000614
37,98.5313,0.86553,0.54101,0.90919,0.84517,0.88971,0.8776,0.53054,1.17229,0.69331,0.9665,0.0005744,0.0005744,0.0005744
38,100.515,0.86125,0.53843,0.91796,0.84203,0.88759,0.87893,0.53687,1.17853,0.6901,0.9685,0.0005348,0.0005348,0.0005348
39,102.679,0.90331,0.55746,0.92342,0.85492,0.89183,0.89447,0.54345,1.1742,0.68159,0.96502,0.0004952,0.0004952,0.0004952
40,104.94,0.89919,0.52733,0.92621,0.85259,0.87711,0.87779,0.53971,1.18563,0.68098,0.97288,0.0004556,0.0004556,0.0004556
41,116.505,0.90759,0.6424,0.92709,0.85259,0.87711,0.87779,0.53971,1.18563,0.68098,0.97288,0.000416,0.000416,0.000416
42,118.421,0.88579,0.63494,0.92065,0.83411,0.88441,0.86136,0.52002,1.23273,0.69494,0.9927,0.0003764,0.0003764,0.0003764
43,120.569,0.87203,0.59702,0.91872,0.82298,0.88742,0.8448,0.50432,1.28117,0.70672,1.00991,0.0003368,0.0003368,0.0003368
44,122.229,0.88935,0.6289,0.92622,0.82442,0.87631,0.83651,0.50068,1.28815,0.70995,1.011,0.0002972,0.0002972,0.0002972
45,124.401,0.85454,0.55292,0.92859,0.82442,0.87631,0.83651,0.50068,1.28815,0.70995,1.011,0.0002576,0.0002576,0.0002576
46,126.162,0.91499,0.60748,0.90987,0.84574,0.85578,0.83651,0.51303,1.24759,0.70305,0.99552,0.000218,0.000218,0.000218
47,127.976,0.87951,0.61572,0.89758,0.84918,0.86214,0.83947,0.52734,1.20342,0.69594,0.97946,0.0001784,0.0001784,0.0001784
48,130.218,0.86286,0.54799,0.90729,0.85097,0.86426,0.8399,0.53409,1.18151,0.69324,0.972,0.0001388,0.0001388,0.0001388
49,131.833,0.84634,0.57203,0.9204,0.85097,0.86426,0.8399,0.53409,1.18151,0.69324,0.972,9.92e-05,9.92e-05,9.92e-05
50,133.418,0.83555,0.57343,0.91249,0.85044,0.86532,0.84034,0.53434,1.1756,0.69466,0.9704,5.96e-05,5.96e-05,5.96e-05
