epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,272.503,0.95928,0.61238,0.931,0.8148,0.88653,0.83409,0.49239,1.24611,0.75653,0.99559,0.000755429,0.000755429,0.000755429
46,275.453,0.95739,0.65491,0.93352,0.84138,0.88017,0.85625,0.51991,1.16855,0.73674,0.96642,0.000727143,0.000727143,0.000727143
47,278.222,0.94013,0.59283,0.95078,0.84722,0.88759,0.87751,0.53204,1.15941,0.72246,0.9611,0.000698857,0.000698857,0.000698857
48,281.608,0.91011,0.60698,0.92157,0.83735,0.87381,0.85909,0.5102,1.20424,0.73286,0.97406,0.000670571,0.000670571,0.000670571
49,283.826,0.92402,0.58901,0.92899,0.83735,0.87381,0.85909,0.5102,1.20424,0.73286,0.97406,0.000642286,0.000642286,0.000642286
50,287.624,0.94648,0.58585,0.91643,0.84117,0.87487,0.85977,0.49233,1.27032,0.75129,0.99218,0.000614,0.000614,0.000614
51,290.312,0.90948,0.58087,0.92753,0.8485,0.89091,0.87703,0.5049,1.26534,0.74705,0.98628,0.000585714,0.000585714,0.000585714
52,293.138,0.92191,0.60929,0.91578,0.83945,0.9088,0.87282,0.52535,1.20647,0.73139,0.9648,0.000557429,0.000557429,0.000557429
53,295.631,0.91962,0.57235,0.92206,0.83945,0.9088,0.87282,0.52535,1.20647,0.73139,0.9648,0.000529143,0.000529143,0.000529143
54,298.726,0.89062,0.56182,0.92809,0.83251,0.9035,0.86335,0.52737,1.18548,0.72614,0.96418,0.000500857,0.000500857,0.000500857
55,301.002,0.92494,0.57015,0.93637,0.84045,0.87063,0.84553,0.51422,1.2319,0.73836,0.99061,0.000472571,0.000472571,0.000472571
56,303.182,0.90269,0.57855,0.95596,0.82553,0.8632,0.84117,0.49616,1.32152,0.75881,1.02971,0.000444286,0.000444286,0.000444286
57,306.191,0.93194,0.59406,0.95031,0.82553,0.8632,0.84117,0.49616,1.32152,0.75881,1.02971,0.000416,0.000416,0.000416
58,308.681,0.99507,0.60702,0.92594,0.83277,0.86532,0.85142,0.50223,1.3287,0.75553,1.03242,0.000387714,0.000387714,0.000387714
59,310.845,0.92614,0.5723,0.9177,0.84357,0.87487,0.8668,0.52147,1.26769,0.73677,1.00452,0.000359429,0.000359429,0.000359429
60,313.018,0.91199,0.58081,0.91694,0.85144,0.88653,0.87661,0.5432,1.19388,0.71401,0.97167,0.000331143,0.000331143,0.000331143
61,328.803,0.92382,0.71066,0.93199,0.85144,0.88653,0.87661,0.5432,1.19388,0.71401,0.97167,0.000302857,0.000302857,0.000302857
62,331.312,0.93193,0.68298,0.9507,0.85412,0.89183,0.88784,0.54771,1.17343,0.71108,0.96318,0.000274571,0.000274571,0.000274571
63,333.877,0.91218,0.66291,0.91772,0.84435,0.9035,0.88771,0.54322,1.17392,0.71213,0.96156,0.000246286,0.000246286,0.000246286
64,337.339,0.93822,0.6385,0.95059,0.8409,0.90237,0.88807,0.53551,1.18833,0.71794,0.96735,0.000218,0.000218,0.000218
65,339.42,0.88556,0.60288,0.91978,0.8409,0.90237,0.88807,0.53551,1.18833,0.71794,0.96735,0.000189714,0.000189714,0.000189714
66,342.181,0.89272,0.60549,0.9199,0.84173,0.89108,0.87339,0.52412,1.20941,0.72606,0.9759,0.000161429,0.000161429,0.000161429
67,345.524,0.90669,0.60521,0.92148,0.83411,0.89044,0.86313,0.51704,1.22626,0.73476,0.98421,0.000133143,0.000133143,0.000133143
68,348.043,0.8777,0.59212,0.93251,0.84256,0.88017,0.86297,0.5158,1.23038,0.74051,0.98807,0.000104857,0.000104857,0.000104857
69,350.525,0.85712,0.56839,0.91994,0.84256,0.88017,0.86297,0.5158,1.23038,0.74051,0.98807,7.65714e-05,7.65714e-05,7.65714e-05
70,353.178,0.94258,0.62689,0.91716,0.8404,0.88017,0.86233,0.51726,1.22297,0.74404,0.98668,4.82857e-05,4.82857e-05,4.82857e-05
